sgRNA	Gene	Control	Vehicle	T8
ID_16993	CCL14	6	1	3
ID_49789	KCTD17	4	1	1
ID_60909	MROH8	5	2	2
ID_69988	NIPAL4	2	3	1
ID_31692	PEG10	3	2	2
ID_66909	TAB3	6	5	0
ID_3812	CPN2	3	4	5
ID_43501	PECR	7	6	4
ID_47338	GAL3ST2	2	0	0
ID_38165	ZNF219	2	3	1
ID_16907	SCN7A	4	2	1
ID_70686	KRTAP10-8	6	2	4
ID_41123	PARP16	3	2	5
ID_22766	NOL4	2	3	0
ID_56106	TTC30A	1	0	5
ID_62018	BROX	1	2	1
ID_13624	ENPP2	3	3	0
ID_425	ADRB2	4	2	3
ID_57643	FOXP4	5	6	1
ID_64574	CADM4	2	3	1
ID_46781	HRH4	2	1	0
ID_6640	FUS	1	1	3
ID_42130	TMEM19	3	0	1
ID_2705	CD44	2	2	1
ID_38233	PAIP2	3	0	1
ID_65690	LRRN4CL	3	6	1
ID_64247	ZNF721	4	6	3
ID_70151	SPATA12	2	1	0
ID_31975	CEP68	6	3	5
ID_15851	RARRES2	4	1	3
ID_68277	DCBLD1	3	5	6
ID_60379	OR9A2	1	0	0
ID_35620	DKK2	5	1	0
ID_32373	BICD2	5	2	0
ID_25639	EMC2	3	0	0
ID_12915	DDR2	4	0	1
ID_57924	RAB3IP	5	4	3
ID_65455	OR9I1	1	0	1
ID_18875	VPS72	1	0	1
ID_44936	PLSCR4	1	1	0
ID_71227	TSPYL6	1	3	5
ID_76520	controlguide79	8	5	3
ID_27938	PRG3	1	2	3
ID_74708	METTL24	3	1	0
ID_26310	RHOBTB1	4	3	5
ID_28553	NPC2	4	0	2
ID_63857	GPR156	3	4	2
ID_57119	EFHC1	1	0	0
ID_26459	LPGAT1	2	0	1
ID_9610	INHBC	1	0	0
ID_38017	AADAT	1	0	1
ID_37263	IL22	2	1	1
ID_41352	BANK1	8	5	2
ID_36233	GIT1	3	6	5
ID_2508	CCNG1	2	1	1
ID_48060	TBC1D15	3	2	0
ID_36937	PSAT1	2	2	1
ID_49891	TXNDC15	3	4	3
ID_32041	FAM120A	7	4	0
ID_27725	NMUR1	2	1	4
ID_55410	THAP3	4	1	0
ID_23229	PER3	5	1	4
ID_73870	RNF222	7	2	1
ID_43664	GPRC5C	2	4	4
ID_29191	MTHFD2	3	3	2
ID_42403	ZGRF1	2	2	1
ID_45797	CC2D2A	7	3	3
ID_64816	CEP112	2	2	0
ID_34920	VPS33B	2	2	0
ID_45208	ZMIZ1	8	3	5
ID_44493	AGPAT4	2	7	1
ID_24955	NAPSA	8	4	3
ID_42584	SAGE1	3	3	3
ID_37703	APIP	4	3	1
ID_3297	CKMT1B	4	4	2
ID_35223	ELP4	1	1	0
ID_25230	BCAR1	1	2	0
ID_29501	MAN1A2	1	2	1
ID_44816	CTNNBIP1	8	3	6
ID_2750	CD74	3	1	1
ID_67035	PRSS33	3	2	2
ID_51030	EDEM3	2	3	2
ID_29943	UPK1A	6	4	4
ID_14236	PLXNB1	1	1	0
ID_54812	LGALS12	7	3	4
ID_51059	EFHD1	2	4	0
ID_10904	LYN	2	1	5
ID_60067	PABPC4L	5	2	2
ID_57567	FANCD2OS	2	1	1
ID_41061	SOHLH2	1	0	2
ID_33241	ELP5	3	4	0
ID_43687	ZNF302	3	7	2
ID_31843	MAST2	1	0	5
ID_33410	PLD3	8	2	2
ID_70426	SFT2D2	1	2	1
ID_25243	GTF2IRD1	3	0	2
ID_11661	MNT	3	1	0
ID_45402	TMEM27	4	4	4
ID_15879	ARID4A	2	0	1
ID_9219	IFNA6	1	0	1
ID_21312	TCL1A	6	2	5
ID_59369	HMGB4	4	2	1
ID_17510	SLC5A4	5	1	2
ID_23449	SKAP2	4	2	4
ID_1666	TNFRSF17	6	3	3
ID_48239	AGXT2	3	2	0
ID_32602	PPP1R13B	2	3	0
ID_63682	LPPR5	3	1	1
ID_13388	PCCA	4	0	2
ID_56305	DTD1	6	2	0
ID_55283	CCDC120	7	3	1
ID_32397	ACSL6	6	3	3
ID_68016	FAM150B	4	5	4
ID_22395	OR6A2	1	1	4
ID_38414	NRN1	3	1	2
ID_76216	KIAA2012	2	0	1
ID_1128	ARHGAP1	7	2	2
ID_32744	NCS1	3	1	0
ID_7629	FFAR2	9	4	5
ID_24529	TCEAL1	1	1	0
ID_51474	GJA9	1	2	2
ID_22022	SMARCA5	2	0	0
ID_45941	CFAP97	2	5	3
ID_50146	CSPP1	3	1	4
ID_52225	UCK1	2	7	1
ID_61280	DNHD1	1	1	1
ID_15329	PTGER2	6	6	2
ID_2123	CA8	2	3	0
ID_32895	CAPN7	2	2	1
ID_35553	CACNG4	2	4	3
ID_73654	ACOT6	10	6	10
ID_58051	CFAP70	1	1	0
ID_5404	EGR3	4	1	4
ID_62749	SLC36A2	2	3	0
ID_60239	GRPEL2	2	1	0
ID_43207	ENAH	5	5	4
ID_30668	USP18	3	1	4
ID_42983	GPATCH2L	3	2	1
ID_77356	controlguide915	6	3	6
ID_28672	ERLIN1	3	1	0
ID_65262	OR8K5	6	2	0
ID_65631	SLC16A9	6	1	2
ID_76829	controlguide388	4	3	0
ID_7491	GPR1	2	6	5
ID_12705	NOS3	4	1	1
ID_44469	TM9SF3	4	1	2
ID_65710	MICU2	7	10	4
ID_6979	GCH1	3	4	3
ID_20168	VIPR1	1	0	0
ID_14247	PMCH	11	8	6
ID_49974	ARMC5	5	3	1
ID_76034	EPPIN-WFDC6	4	3	3
ID_76519	controlguide78	3	2	8
ID_6245	FGF4	3	3	1
ID_53127	ZMYND12	3	4	0
ID_76625	controlguide184	6	4	6
ID_75501	UPK3BL	4	2	2
ID_44730	PARP6	3	2	3
ID_64142	OIT3	6	1	5
ID_15746	RAD51B	6	1	2
ID_55311	KCNH7	4	0	1
ID_70282	DNAJB13	2	1	2
ID_56617	CPA5	4	3	6
ID_60368	DPCR1	4	3	2
ID_41469	ENOX1	3	3	1
ID_56472	IGSF8	3	2	1
ID_9599	INHA	2	0	0
ID_43730	ERBB2IP	2	0	0
ID_63388	STOML3	4	1	2
ID_58682	C16orf78	4	2	4
ID_12994	OCRL	1	1	2
ID_54190	FAM220A	2	0	0
ID_29634	AP3M2	3	1	3
ID_29258	CPLX1	2	3	2
ID_26038	IP6K1	4	0	0
ID_27653	SPEG	4	3	2
ID_50902	CHD9	4	1	2
ID_58909	KRT222	7	0	0
ID_42577	BATF3	2	0	1
ID_60742	PNCK	5	3	5
ID_66992	TAS2R43	4	0	2
ID_57255	SORCS1	4	0	3
ID_52881	ENKD1	3	5	1
ID_945	APOA2	5	7	2
ID_35089	MYOF	4	2	2
ID_45799	PDP2	3	2	1
ID_66481	MEIOB	5	2	6
ID_30122	HNRNPUL1	4	1	5
ID_55378	CEACAM21	1	2	4
ID_52030	QTRT1	2	2	0
ID_366	ADM	2	0	0
ID_35910	LSM3	2	1	1
ID_71478	C9orf153	1	0	4
ID_63339	C12orf50	4	10	2
ID_13919	SERPINB10	3	5	2
ID_20927	PRDM2	1	1	0
ID_68597	UBAC2	4	3	2
ID_76448	controlguide7	7	5	3
ID_68889	C17orf51	4	3	0
ID_75867	LRRC72	2	1	2
ID_18840	TCF7L2	5	4	5
ID_16180	RNASE2	4	1	0
ID_77133	controlguide692	3	5	1
ID_56418	PKHD1L1	2	1	0
ID_36344	SLC43A3	6	2	1
ID_68815	C12orf74	5	4	1
ID_13912	SERPINB8	1	1	2
ID_59905	CCDC58	2	0	1
ID_5774	ERF	2	3	3
ID_6848	GALNT1	6	1	2
ID_59893	CCDC148	5	2	1
ID_26635	FGFBP1	3	5	0
ID_73951	FAM83G	8	3	3
ID_64041	CNBD1	4	1	0
ID_14319	Sep-05	1	3	2
ID_56997	TEX261	1	0	0
ID_1105	RHOA	3	0	2
ID_30462	CHEK2	1	7	4
ID_708	AMBN	4	1	5
ID_28967	AP4B1	1	0	0
ID_132	ASIC1	3	4	5
ID_55142	KCNK17	2	1	1
ID_40867	ST7L	2	2	0
ID_19123	TGM1	3	2	0
ID_25905	JADE3	6	7	6
ID_3986	CRYGS	1	0	2
ID_65218	MTIF3	3	1	1
ID_73923	ZCCHC18	1	0	0
ID_66315	CADM2	3	3	1
ID_60418	KLF14	8	5	5
ID_43658	ZKSCAN7	6	4	4
ID_55854	ACBD5	8	3	3
ID_20787	ZNF189	2	0	3
ID_15035	LGMN	6	3	4
ID_75707	CLDN34	5	4	3
ID_27958	GNB2L1	4	0	1
ID_77027	controlguide586	5	3	4
ID_68307	CNPY1	3	4	5
ID_1980	C3	5	1	2
ID_4354	CYP3A7	4	2	5
ID_75899	THEGL	2	1	0
ID_14459	POU3F4	3	1	2
ID_53101	USP48	2	2	1
ID_67336	SLC39A5	1	3	1
ID_68891	C17orf51	5	6	5
ID_51115	CXXC4	4	2	3
ID_22465	PDE8B	4	5	7
ID_29537	MAGED2	9	1	2
ID_19192	TIAL1	3	4	2
ID_50467	CEP76	1	0	1
ID_13120	ORM1	1	0	1
ID_26442	IQSEC1	5	4	5
ID_63217	RIBC1	3	2	2
ID_76843	controlguide402	7	2	4
ID_51219	CD276	2	1	1
ID_74040	USP17L3	3	2	1
ID_65531	PPP1R32	2	1	0
ID_67709	ZADH2	6	2	2
ID_76976	controlguide535	4	3	3
ID_8766	HOXD9	3	1	0
ID_56348	DRC1	1	0	0
ID_65735	AK9	6	8	6
ID_62097	MOB3C	3	1	2
ID_1848	FOXL2	9	4	2
ID_7174	GJB5	1	4	1
ID_41600	PLEKHJ1	2	3	2
ID_77253	controlguide812	11	8	0
ID_69238	LIPM	3	2	0
ID_32405	FKBP15	3	1	1
ID_10967	SMAD4	3	3	0
ID_13030	OMG	7	3	1
ID_60780	KRTAP13-1	2	1	5
ID_69457	ZNF677	4	1	2
ID_60731	MAGEB16	5	2	6
ID_19592	TRIP6	4	0	0
ID_60942	ANKRD60	3	5	0
ID_60893	NOL4L	1	1	0
ID_29942	PAPD7	2	1	6
ID_12818	NPY1R	2	0	2
ID_67986	SIRPB2	8	5	5
ID_72245	ZNF880	1	3	0
ID_39617	RIPPLY3	1	2	5
ID_63756	CCDC185	5	6	5
ID_73917	DRGX	2	1	2
ID_52114	SLC25A31	3	3	0
ID_61400	SERPINA12	1	2	2
ID_14952	DNAJC3	1	0	1
ID_41217	NMRK1	3	2	2
ID_61529	VWA3A	3	1	2
ID_35774	DISC1	2	2	0
ID_38974	VTA1	7	4	1
ID_50765	ZNF703	2	1	3
ID_36925	CDIP1	2	0	0
ID_34883	SLC13A4	3	1	0
ID_71436	C8orf86	6	2	1
ID_23040	TRIM24	1	0	2
ID_3810	CPN2	3	2	2
ID_55198	SLC25A21	2	2	2
ID_63184	PRUNE2	5	3	3
ID_22131	PARG	5	3	0
ID_9233	IFNA13	2	7	4
ID_59953	ZDHHC19	3	0	3
ID_51038	ITPKC	5	4	6
ID_70676	KRTAP10-11	5	3	8
ID_14156	PLEK	3	2	3
ID_1521	AVP	1	1	0
ID_65217	MTIF3	8	1	2
ID_59022	ZNF491	3	4	1
ID_7372	GNG7	4	1	2
ID_74065	PABPC1L2B	1	1	0
ID_72591	OR2T27	1	0	2
ID_47294	NPAS3	3	2	3
ID_59529	OR6K6	2	4	3
ID_76752	controlguide311	10	4	1
ID_54894	SLC22A16	1	4	2
ID_11399	MFAP2	1	3	3
ID_59731	TMEM18	4	0	3
ID_7049	GDNF	6	9	1
ID_51459	ILKAP	3	3	6
ID_23988	ARHGEF1	1	2	6
ID_23297	SLC5A6	7	7	4
ID_67921	C1orf185	3	2	3
ID_16082	RFXAP	3	1	1
ID_66970	ASPM	2	4	1
ID_31655	RRP1B	2	2	0
ID_31966	ZCCHC14	2	5	4
ID_4676	DECR1	1	0	1
ID_3091	CEACAM3	2	0	1
ID_44348	KCNK12	3	5	4
ID_36135	EML4	5	4	11
ID_68638	KRTAP6-2	3	5	1
ID_76562	controlguide121	5	11	6
ID_50026	AGMAT	3	3	2
ID_44136	BTNL2	7	1	1
ID_55095	SERPINB12	8	5	3
ID_56593	ARHGAP18	5	2	2
ID_74968	CCDC175	3	2	3
ID_56310	FAM114A1	2	3	2
ID_75684	WI2-2373I1.2	8	8	4
ID_2235	CALM3	3	1	4
ID_12833	NRAP	4	0	0
ID_51716	ACTL8	2	4	5
ID_76875	controlguide434	6	5	6
ID_63052	TMEM74	5	6	3
ID_58208	OR52K2	3	1	1
ID_67975	RIMKLA	1	1	0
ID_72674	C16orf74	4	3	1
ID_10283	KPNA4	2	3	1
ID_72326	FSIP2	3	3	8
ID_57477	GBP4	3	1	3
ID_8833	AGFG2	1	1	0
ID_65131	CDY2B	1	2	2
ID_28331	APPBP2	3	1	1
ID_58917	ZSWIM7	4	4	4
ID_10186	KIR2DL4	10	2	3
ID_21029	SLMAP	2	1	1
ID_76651	controlguide210	6	5	6
ID_21059	REEP5	2	5	1
ID_40327	VSIG10	5	0	1
ID_6689	FZD2	4	3	2
ID_10598	LGALS3	3	1	4
ID_41315	PIH1D1	3	0	0
ID_25622	BZW1	2	0	0
ID_50775	FRAS1	1	1	0
ID_55117	SIGLEC10	1	1	4
ID_29897	LILRA2	3	0	1
ID_43745	RCC2	2	1	0
ID_45468	NDRG2	4	2	4
ID_52748	FAM172A	1	0	0
ID_27469	DCAF7	6	6	6
ID_42870	G2E3	4	1	2
ID_50141	TMEM180	2	0	2
ID_69158	NRBP2	3	0	6
ID_29913	DSTN	5	3	2
ID_48212	RFX7	2	1	0
ID_32747	ZFPM2	6	1	3
ID_40544	PPP1R12C	1	0	1
ID_11157	MATN2	3	3	2
ID_59154	CCDC105	4	2	2
ID_70183	VCY1B	7	2	5
ID_73795	SPINK9	8	3	3
ID_67911	SLC9C2	5	1	1
ID_34867	FBXO25	3	0	6
ID_22092	PPFIBP2	3	3	0
ID_43448	TRERF1	3	0	0
ID_1635	BCL2	2	0	2
ID_45918	PREX1	4	3	6
ID_59987	ERICH6	6	0	2
ID_20093	VAV2	1	1	0
ID_40792	PGPEP1	4	0	3
ID_28885	TNFSF13B	2	1	1
ID_1262	ASMT	4	1	1
ID_66630	ELMOD2	4	3	2
ID_46754	CACNG6	7	3	1
ID_74153	ZNF806	2	3	2
ID_58536	KLHDC1	3	4	3
ID_17056	XCL1	2	2	1
ID_28886	TNFSF13B	5	1	6
ID_62734	TRMT44	6	0	2
ID_32176	SIK2	3	4	4
ID_30024	TMEM115	1	5	3
ID_51097	LRRC27	4	4	1
ID_46451	C6orf47	1	2	0
ID_40063	C11orf71	5	2	0
ID_52599	TSPAN10	3	6	2
ID_49757	THAP9	3	1	3
ID_73373	C8orf22	1	2	0
ID_64638	CC2D1B	2	1	0
ID_15470	PTPRD	4	2	0
ID_52466	ZNF484	2	0	0
ID_52873	KBTBD7	1	2	0
ID_45007	HRASLS	4	2	0
ID_27742	IKZF1	7	1	1
ID_47200	FKBPL	2	1	2
ID_23602	MAP3K14	6	0	3
ID_30035	TRIM31	7	6	7
ID_40872	BCOR	2	0	3
ID_72461	C9orf170	1	1	2
ID_435	ADRBK1	5	5	3
ID_49476	C22orf46	3	1	1
ID_33872	METTL7A	4	4	4
ID_41461	SLC52A1	3	0	0
ID_60116	AASDH	3	2	2
ID_46016	ISLR2	4	2	0
ID_18140	SPTAN1	1	0	2
ID_12721	NOTCH1	5	2	6
ID_25580	PPIP5K1	3	5	6
ID_11887	MTNR1B	1	0	0
ID_7812	GRM7	3	10	4
ID_20098	VBP1	1	3	1
ID_42127	TMEM19	2	0	0
ID_45037	EPPIN	3	1	3
ID_40777	FAM83E	10	9	4
ID_24258	PTTG1	3	2	1
ID_46868	CDH26	1	1	0
ID_58189	OR4C46	2	0	2
ID_72553	OR2A42	2	3	2
ID_69826	OR13H1	1	2	3
ID_13958	PIK3C2B	4	4	0
ID_31530	SAMD4A	1	2	2
ID_14198	PLP1	2	3	7
ID_64881	RDM1	2	1	1
ID_10941	MARCKS	2	1	1
ID_63370	CCDC60	3	2	0
ID_56477	PGAP3	10	3	5
ID_61207	UBQLNL	3	1	2
ID_65359	C10orf35	8	2	5
ID_70271	FAM111B	3	2	2
ID_77136	controlguide695	10	9	7
ID_9163	IDS	2	3	5
ID_74110	URAD	3	1	2
ID_65270	OR8H1	3	8	2
ID_28234	HOXB13	3	2	5
ID_27329	NME6	1	0	1
ID_59329	FAM213B	4	3	7
ID_25222	MINPP1	3	3	1
ID_29946	UPK1A	2	2	2
ID_35178	RGS17	2	1	1
ID_15455	PTPN14	4	3	1
ID_18096	SPR	3	3	0
ID_59203	TDRD10	2	0	1
ID_49226	C17orf62	1	0	1
ID_5520	ELF5	2	0	0
ID_61834	PPM1N	5	2	1
ID_24206	FAIM3	3	2	5
ID_59716	CMPK2	3	1	1
ID_56116	OXNAD1	5	2	0
ID_61601	ZNF785	2	1	1
ID_21450	ZRSR2	4	0	1
ID_18432	SULT1A2	5	6	3
ID_22192	GAS7	2	0	4
ID_72464	C9orf170	2	1	0
ID_38467	FAM198B	9	5	2
ID_14793	PKIB	3	2	3
ID_14537	PPID	2	4	0
ID_60150	IL31RA	8	6	7
ID_52783	KATNAL1	4	1	4
ID_52079	FCRL4	3	1	0
ID_8048	GYPE	3	4	2
ID_10607	LGALS4	5	3	2
ID_73039	SMIM4	1	0	0
ID_59361	LRRC39	2	3	4
ID_62626	C3orf79	7	2	1
ID_40454	SLC35F2	10	4	2
ID_34796	LRRC29	3	3	2
ID_76726	controlguide285	2	8	2
ID_56769	TGS1	2	1	1
ID_70227	PRSS41	4	3	3
ID_51888	PPP1R14C	4	3	1
ID_44395	RETN	2	0	1
ID_47896	TMPRSS3	4	3	2
ID_37751	YBX2	2	1	0
ID_25521	PDE4DIP	1	0	1
ID_76946	controlguide505	4	7	7
ID_24903	RASAL2	2	2	0
ID_74135	SETSIP	4	2	3
ID_26524	GFPT2	3	1	2
ID_62275	AIFM3	3	0	0
ID_30861	LAMB4	2	2	1
ID_10969	SMAD5	2	2	1
ID_36820	PCDHB1	2	2	5
ID_23450	SKAP2	1	3	1
ID_31142	BAHD1	1	1	3
ID_52987	FAM175A	4	4	7
ID_60474	GOT1L1	6	2	2
ID_45042	GOPC	2	3	1
ID_26006	PHYHIP	7	4	2
ID_12633	NKX2-2	1	2	4
ID_55818	ANKRD40	6	1	4
ID_52442	ATG10	3	3	5
ID_24587	SLC22A6	3	4	1
ID_63409	REM2	3	0	2
ID_42616	SVOP	2	3	2
ID_29639	HNRNPA0	4	0	0
ID_64004	ZNF679	2	0	0
ID_58513	PSMB11	1	2	0
ID_50327	MORN1	1	0	1
ID_22068	CILP	3	2	3
ID_23980	RABEP1	5	3	1
ID_48511	WNK2	5	3	3
ID_25347	CARTPT	1	1	3
ID_19523	TPR	3	0	1
ID_26443	IQSEC1	3	1	2
ID_16068	RFX2	2	2	0
ID_48352	SLC26A6	4	1	4
ID_33654	HYPM	4	4	3
ID_41770	PNPO	3	6	2
ID_23812	VCY	5	2	4
ID_10193	KIR3DL1	5	0	2
ID_11008	MAGEA3	4	6	4
ID_63421	SAMD15	3	2	1
ID_67260	KLHL35	1	1	3
ID_44995	NAT14	2	1	4
ID_13200	P2RY2	2	1	0
ID_75879	ZMYM6NB	7	2	2
ID_34809	FBXL5	2	1	1
ID_31324	P2RX2	1	0	1
ID_63575	ZNF600	4	0	1
ID_32396	ACSL6	4	3	3
ID_56010	ALKBH8	6	0	1
ID_76599	controlguide158	2	4	3
ID_77277	controlguide836	4	6	2
ID_19097	TGFBI	3	2	0
ID_37881	ZNF706	2	2	1
ID_1974	C2	1	3	4
ID_26061	GIT2	2	4	2
ID_76751	controlguide310	10	8	6
ID_48149	ISL2	3	8	0
ID_26531	MAGEC1	5	6	5
ID_58639	WHAMM	2	0	0
ID_64031	BHLHA15	2	2	4
ID_7511	GPR6	3	2	0
ID_17460	SLC2A1	5	9	4
ID_52023	FAHD1	3	2	0
ID_20466	ZNF7	6	2	4
ID_29206	CYSLTR1	5	3	1
ID_10520	LBP	4	7	1
ID_33753	LMOD1	3	7	4
ID_33936	ABHD14A	4	1	2
ID_59978	TMEM42	1	0	0
ID_32247	MTCL1	2	0	1
ID_52673	GSG2	1	0	1
ID_43235	CNDP2	1	0	1
ID_46331	GPR107	4	1	3
ID_64517	WDR90	3	1	2
ID_12013	MYF5	2	2	2
ID_10347	KRT10	5	2	1
ID_49756	THAP9	2	0	0
ID_53700	NKX6-2	2	1	1
ID_77303	controlguide862	6	5	7
ID_72206	FAM174B	1	2	1
ID_59940	TRIM71	1	0	0
ID_40576	KCTD9	3	0	3
ID_9721	IRF7	4	3	2
ID_9627	INPP4A	1	1	0
ID_55034	DNAJC5B	1	0	0
ID_72082	SPRED3	3	3	4
ID_27283	LHFP	4	3	2
ID_5029	DRD1	3	4	1
ID_9113	ICT1	1	0	0
ID_55368	UNC5A	5	2	3
ID_6293	FGFR3	6	3	5
ID_45604	NLN	2	1	1
ID_3562	COL4A1	4	11	6
ID_64279	NLRP6	3	2	2
ID_72511	OR51A2	5	2	6
ID_43723	APOBR	6	2	4
ID_28911	CLDN16	3	5	3
ID_53168	LRRC8C	2	5	3
ID_16237	ROCK1	5	4	5
ID_67282	SLC22A24	3	5	5
ID_66126	DEFB107A	2	3	0
ID_45960	EBF4	2	2	0
ID_31596	NCOA6	6	9	6
ID_31555	MON2	7	1	2
ID_55164	ATG16L2	4	0	2
ID_25688	ULK2	3	7	0
ID_47276	PRSS22	3	3	5
ID_26781	PIGK	1	0	3
ID_42418	CHDH	3	1	5
ID_58464	TDRD9	3	2	4
ID_67991	C20orf203	1	0	0
ID_8593	HNRNPF	3	0	0
ID_40540	DIRAS2	1	0	0
ID_49453	FAM184A	3	3	0
ID_26977	ARPC4	3	0	0
ID_62146	FAM78B	5	5	7
ID_50054	ARHGAP28	5	1	1
ID_36481	DROSHA	1	0	0
ID_59886	FBXO36	6	6	4
ID_8852	HRH2	2	5	3
ID_76813	controlguide372	5	1	2
ID_52158	KATNAL2	3	1	1
ID_54739	REPS1	6	0	4
ID_17716	SLC22A5	2	3	2
ID_20344	XPA	3	6	3
ID_37664	CALHM2	4	1	1
ID_68163	CRIPAK	1	5	2
ID_77179	controlguide738	5	2	3
ID_14769	PRKAB1	2	0	0
ID_34653	TRAF3IP1	5	1	1
ID_56650	HTRA3	2	6	5
ID_41587	BSDC1	2	0	3
ID_35626	INPP5J	3	0	1
ID_14979	PRNP	9	3	4
ID_40535	HYDIN	4	0	2
ID_13164	OXCT1	4	1	4
ID_15497	PTPRK	1	0	1
ID_44644	DUSP22	1	2	3
ID_41883	C14orf105	2	4	5
ID_19460	TP53BP1	6	0	0
ID_20889	SLC30A2	3	0	0
ID_28290	ENOX2	2	0	0
ID_47895	TMPRSS3	6	3	3
ID_26945	USH1C	5	5	3
ID_23744	PIAS2	5	4	3
ID_15580	ABCD4	3	2	0
ID_30196	KIF3A	3	0	0
ID_51742	GFOD2	1	1	1
ID_71299	VGLL3	6	3	3
ID_72451	HACD4	2	1	3
ID_50658	TRPM3	4	1	2
ID_39413	ARID4B	2	3	2
ID_35187	OSTF1	3	3	3
ID_74096	FABP9	3	0	0
ID_59756	CCDC173	4	4	2
ID_15685	RAB27B	4	5	3
ID_28979	POLQ	1	2	1
ID_9493	IL12A	7	1	4
ID_9736	ISL1	5	3	3
ID_23693	AIP	5	2	3
ID_39187	DHRS7	1	0	3
ID_29183	ZNF460	4	1	9
ID_31165	CARD8	3	0	4
ID_51913	TLR10	4	2	1
ID_41892	RPRD1A	2	2	1
ID_21481	UBL4A	5	2	1
ID_53211	FYTTD1	3	5	2
ID_61246	LAYN	4	4	2
ID_66495	LYG2	2	4	2
ID_26434	KBTBD11	1	0	0
ID_23704	PSTPIP1	6	5	2
ID_45888	ZNF471	6	2	1
ID_63292	SLC35G1	2	0	0
ID_40951	MKS1	2	5	5
ID_33239	ELP5	4	1	2
ID_11065	MAL	4	4	0
ID_7623	FFAR1	6	3	3
ID_6257	FGF7	4	3	2
ID_60514	ADHFE1	5	6	3
ID_50886	MUS81	2	1	0
ID_60908	TRIM69	1	2	1
ID_42194	MCOLN3	1	0	2
ID_73334	KPRP	6	4	6
ID_14469	POU4F3	2	4	1
ID_675	ALOX12B	3	5	4
ID_6437	FLG	3	1	2
ID_53764	ACSS1	1	1	0
ID_68964	BRINP3	1	0	0
ID_34132	NSL1	2	0	0
ID_42993	PEX26	5	3	1
ID_63667	ZNF100	2	4	3
ID_8168	HAL	4	3	7
ID_45430	LRTM1	1	2	0
ID_5443	EIF4B	2	7	8
ID_18277	SST	1	2	1
ID_62860	RAET1L	3	2	2
ID_10651	LIG4	1	1	3
ID_37986	HN1	3	0	1
ID_60606	RPP25L	3	1	2
ID_54115	PRRC2B	4	2	3
ID_58073	PIK3AP1	3	6	2
ID_51767	PVRL4	3	1	2
ID_49692	PRKRIP1	6	2	1
ID_16072	RFX3	3	1	2
ID_58298	DEPDC4	3	2	0
ID_44208	GKN1	4	1	2
ID_39551	TM6SF2	5	4	6
ID_29588	PRDX3	5	1	3
ID_16075	RFX4	2	1	2
ID_19507	TPM4	2	2	3
ID_60315	TAAR1	2	0	0
ID_65048	HTRA4	8	3	5
ID_9414	IL3RA	5	2	0
ID_33652	HYPM	5	1	0
ID_11619	MMP12	3	8	4
ID_43976	PCDHB8	4	2	1
ID_40819	PPP1R14D	1	2	1
ID_45635	MKL2	4	2	1
ID_9078	IAPP	1	0	0
ID_34408	ZNF451	1	1	1
ID_29022	STAG2	2	1	0
ID_38200	DRICH1	2	1	1
ID_75221	FAM47E	4	1	1
ID_34964	GALNT8	3	6	7
ID_76819	controlguide378	5	3	4
ID_5107	EPYC	6	11	4
ID_11719	MPP3	7	3	4
ID_69118	TREML1	3	2	2
ID_53619	BRSK1	5	2	4
ID_19826	UBA7	2	1	0
ID_5925	EYA3	2	2	2
ID_26014	IST1	4	1	0
ID_58360	OR10AD1	6	6	2
ID_19018	TFAP4	10	4	1
ID_53557	PRAC1	2	3	1
ID_1701	BFSP1	1	4	0
ID_52407	NRIP2	2	0	3
ID_8065	GZMA	2	0	0
ID_37104	CXXC1	2	0	4
ID_1535	AVPR2	10	6	0
ID_39432	ERAP1	3	5	4
ID_13275	SERPINB2	2	0	0
ID_21823	PIP5K1B	6	3	3
ID_76269	LOC100996634	3	0	1
ID_63327	CLEC12A	4	2	5
ID_3648	COL13A1	4	2	1
ID_66112	VGLL2	4	1	1
ID_42084	PCMTD2	8	2	6
ID_60691	APOOL	3	1	1
ID_50590	RMI1	5	0	1
ID_58165	OR51L1	1	2	2
ID_56719	ARHGAP12	2	1	0
ID_33857	MGAT4C	1	4	6
ID_18049	SPAST	7	1	4
ID_38454	ARMCX1	2	0	2
ID_9196	IFIT1	6	2	4
ID_69383	C16orf96	3	2	3
ID_24606	RAB33A	8	2	3
ID_30345	FSTL1	2	0	1
ID_7293	GNA11	3	1	3
ID_44364	AKIP1	3	3	3
ID_44907	DAZ2	1	1	0
ID_73738	SMIM5	5	6	2
ID_23474	KYNU	4	0	1
ID_32348	AGTPBP1	1	2	1
ID_2405	RUNX1T1	3	0	2
ID_26993	ACTR2	2	1	0
ID_74553	CT47A5	2	1	1
ID_51420	APOL3	4	3	4
ID_51128	CCDC68	3	2	0
ID_47111	GPATCH3	2	1	0
ID_23226	APLN	1	4	2
ID_49381	RIC3	3	2	1
ID_3367	CLCN7	3	1	2
ID_43225	COA1	9	4	4
ID_25585	FAM53B	5	5	9
ID_63017	ESCO2	5	1	0
ID_74741	CCDC30	2	0	0
ID_35433	NPHP3	3	2	1
ID_28988	MGEA5	3	1	0
ID_56699	TMEM203	1	0	2
ID_8600	HNRNPH1	5	2	0
ID_46788	SCPEP1	5	1	4
ID_52087	ADPGK	3	3	1
ID_16176	RNASE1	6	2	2
ID_52636	SPATA16	5	1	4
ID_42317	C5orf22	2	1	1
