"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_1065" 4 5 2
"ID_1066" 2 3 0
"ID_1067" 4 3 9
"ID_1068" 3 1 2
"ID_1069" 1 1 0
"ID_1070" 5 1 4
"ID_1071" 6 1 3
"ID_1072" 0 1 1
"ID_1073" 1 3 0
"ID_1074" 1 2 1
"ID_1075" 3 0 0
"ID_1076" 4 1 1
"ID_1077" 7 6 9
"ID_1078" 0 2 2
"ID_1079" 5 2 0
"ID_1080" 9 5 4
"ID_1081" 1 0 0
"ID_1082" 0 0 0
"ID_1083" 2 1 2
"ID_1084" 0 0 1
"ID_1085" 0 0 0
"ID_1086" 3 0 2
"ID_1087" 1 0 1
"ID_1088" 2 3 6
"ID_1089" 1 0 1
"ID_1090" 2 1 2
"ID_1091" 2 0 1
"ID_1092" 0 0 0
"ID_1093" 3 0 1
"ID_1094" 0 0 2
"ID_1095" 0 0 0
"ID_1096" 0 0 0
"ID_1097" 1 1 4
"ID_1098" 2 3 5
"ID_1099" 1 2 1
"ID_1100" 0 5 4
"ID_1101" 0 0 2
"ID_1102" 5 5 2
"ID_1103" 2 1 0
"ID_1104" 2 2 4
"ID_1105" 3 2 0
"ID_1106" 0 2 0
"ID_1107" 4 1 0
"ID_1108" 3 1 1
"ID_1109" 0 0 0
"ID_1110" 4 0 2
"ID_1111" 3 1 0
"ID_1112" 3 1 2
"ID_1113" 3 3 1
"ID_1114" 1 1 2
"ID_1115" 2 1 3
"ID_1116" 2 1 2
"ID_1117" 1 3 0
"ID_1118" 2 2 3
"ID_1119" 1 6 3
"ID_1120" 2 1 1
"ID_1121" 2 2 2
"ID_1122" 1 2 1
"ID_1123" 1 2 0
"ID_1124" 0 0 0
"ID_1125" 2 0 1
"ID_1126" 4 4 5
"ID_1127" 2 1 1
"ID_1128" 8 3 2
"ID_1129" 1 3 1
"ID_1130" 0 3 1
"ID_1131" 0 4 2
"ID_1132" 2 4 9
"ID_1133" 1 2 0
"ID_1134" 0 0 2
"ID_1135" 4 1 1
"ID_1136" 1 0 0
"ID_1137" 2 4 4
"ID_1138" 2 5 3
"ID_1139" 4 3 3
"ID_1140" 4 2 3
"ID_1141" 1 2 1
"ID_1142" 1 0 0
"ID_1143" 1 0 1
"ID_1144" 1 0 4
"ID_1145" 2 6 9
"ID_1146" 4 2 3
"ID_1147" 2 1 2
"ID_1148" 1 1 4
"ID_1149" 1 3 1
"ID_1150" 0 0 0
"ID_1151" 1 0 0
"ID_1152" 3 1 1
"ID_1153" 2 0 2
"ID_1154" 0 5 1
"ID_1155" 1 3 2
"ID_1156" 4 5 4
"ID_1157" 2 1 2
"ID_1158" 2 2 4
"ID_1159" 3 1 2
"ID_1160" 5 1 4
"ID_1161" 0 5 7
"ID_1162" 2 0 0
"ID_1163" 1 2 2
"ID_1164" 4 3 2
"ID_1165" 0 0 0
"ID_1166" 0 0 0
"ID_1167" 0 0 0
"ID_1168" 0 0 0
"ID_1169" 0 12 5
"ID_1170" 0 2 2
"ID_1171" 1 1 0
"ID_1172" 2 2 1
"ID_1173" 1 0 3
"ID_1174" 1 1 1
"ID_1175" 0 0 1
"ID_1176" 0 0 0
"ID_1177" 0 2 2
"ID_1178" 1 0 2
"ID_1179" 3 1 2
"ID_1180" 5 2 3
"ID_1181" 5 2 3
"ID_1182" 5 4 3
"ID_1183" 1 1 3
"ID_1184" 3 1 1
"ID_1185" 2 2 3
"ID_1186" 1 1 0
"ID_1187" 1 3 0
"ID_1188" 5 1 4
"ID_1189" 1 0 5
"ID_1190" 2 0 2
"ID_1191" 1 1 1
"ID_1192" 1 0 1
"ID_1193" 1 3 2
"ID_1194" 6 4 6
"ID_1195" 3 1 2
"ID_1196" 4 1 1
"ID_1197" 5 2 2
"ID_1198" 1 4 1
"ID_1199" 1 0 1
"ID_1200" 4 2 2
"ID_1201" 5 3 5
"ID_1202" 4 4 2
"ID_1203" 3 3 0
"ID_1204" 0 0 0
"ID_1205" 2 1 2
"ID_1206" 0 2 2
"ID_1207" 3 0 1
"ID_1208" 1 4 3
"ID_1209" 0 1 2
"ID_1210" 1 5 4
"ID_1211" 0 0 2
"ID_1212" 6 3 0
"ID_1213" 2 4 2
"ID_1214" 4 1 1
"ID_1215" 2 1 4
"ID_1216" 6 1 3
"ID_1217" 4 1 1
"ID_1218" 1 2 1
"ID_1219" 1 1 1
"ID_1220" 0 0 0
"ID_1221" 3 0 2
"ID_1222" 5 0 0
"ID_1223" 3 0 1
"ID_1224" 1 2 1
"ID_1225" 3 1 4
"ID_1226" 5 1 1
"ID_1227" 2 3 3
"ID_1228" 2 0 2
"ID_1229" 2 4 2
"ID_1230" 1 2 3
"ID_1231" 1 0 1
"ID_1232" 1 1 3
"ID_1233" 5 4 3
"ID_1234" 1 1 2
"ID_1235" 1 1 4
"ID_1236" 3 2 2
"ID_1237" 3 5 7
"ID_1238" 1 2 2
"ID_1239" 0 2 2
"ID_1240" 2 1 7
"ID_1241" 1 1 1
"ID_1242" 1 0 2
"ID_1243" 0 1 0
"ID_1244" 0 4 5
"ID_1245" 5 1 2
"ID_1246" 1 4 5
"ID_1247" 4 1 6
"ID_1248" 1 2 3
"ID_1249" 2 3 1
"ID_1250" 2 2 2
"ID_1251" 3 0 1
"ID_1252" 2 0 1
"ID_1253" 8 2 7
"ID_1254" 7 3 5
"ID_1255" 0 0 0
"ID_1256" 4 6 3
"ID_1257" 2 3 2
"ID_1258" 1 4 1
"ID_1259" 0 0 0
"ID_1260" 0 1 1
"ID_1261" 7 8 5
"ID_1262" 4 1 1
"ID_1263" 4 0 3
"ID_1264" 1 0 2
"ID_1265" 1 0 2
"ID_1266" 3 0 1
"ID_1267" 1 0 0
"ID_1268" 3 2 0
"ID_1269" 3 0 4
"ID_1270" 1 2 3
"ID_1271" 3 0 0
"ID_1272" 2 0 0
"ID_1273" 1 4 3
"ID_1274" 5 9 7
"ID_1275" 3 2 1
"ID_1276" 4 2 0
"ID_1277" 4 1 1
"ID_1278" 5 3 4
"ID_1279" 2 3 5
"ID_1280" 0 0 0
"ID_1281" 0 1 0
"ID_1282" 5 5 5
"ID_1283" 0 1 0
"ID_1284" 1 0 4
"ID_1285" 6 3 3
"ID_1286" 3 2 2
"ID_1287" 3 4 2
"ID_1288" 4 8 5
"ID_1289" 1 0 0
"ID_1290" 0 1 0
"ID_1291" 2 0 1
"ID_1292" 1 3 1
"ID_1293" 2 3 0
"ID_1294" 0 5 1
"ID_1295" 2 1 3
"ID_1296" 0 2 0
"ID_1297" 1 1 1
"ID_1298" 3 0 2
"ID_1299" 1 4 0
"ID_1300" 3 0 2
"ID_1301" 2 7 3
"ID_1302" 3 9 4
"ID_1303" 1 2 0
"ID_1304" 0 4 0
"ID_1305" 3 2 3
"ID_1306" 3 2 1
"ID_1307" 0 0 0
"ID_1308" 0 0 0
"ID_1309" 1 0 0
"ID_1310" 1 0 0
"ID_1311" 0 0 0
"ID_1312" 0 0 0
"ID_1313" 3 5 1
"ID_1314" 3 3 3
"ID_1315" 2 4 4
"ID_1316" 6 5 2
"ID_1317" 3 1 1
"ID_1318" 4 1 3
"ID_1319" 1 0 0
"ID_1320" 0 0 0
"ID_1321" 0 2 1
"ID_1322" 7 9 5
"ID_1323" 2 0 4
"ID_1324" 1 2 2
"ID_1325" 1 1 2
"ID_1326" 4 1 2
"ID_1327" 0 0 0
"ID_1328" 1 1 1
"ID_1329" 0 0 0
"ID_1330" 0 0 1
"ID_1331" 0 0 0
"ID_1332" 0 0 0
"ID_1333" 1 4 3
"ID_1334" 8 2 1
"ID_1335" 1 1 2
"ID_1336" 4 3 6
"ID_1337" 0 2 0
"ID_1338" 1 1 0
"ID_1339" 5 2 1
"ID_1340" 0 0 0
"ID_1341" 6 7 14
"ID_1342" 4 2 3
"ID_1343" 4 1 2
"ID_1344" 5 5 6
"ID_1345" 3 2 4
"ID_1346" 4 2 1
"ID_1347" 2 1 1
"ID_1348" 5 3 1
"ID_1349" 4 6 7
"ID_1350" 4 6 7
"ID_1351" 1 3 2
"ID_1352" 2 3 2
"ID_1353" 3 4 2
"ID_1354" 3 3 1
"ID_1355" 2 2 1
"ID_1356" 0 1 2
"ID_1357" 3 0 5
"ID_1358" 0 0 0
"ID_1359" 9 0 3
"ID_1360" 1 0 5
"ID_1361" 5 3 1
"ID_1362" 4 3 3
"ID_1363" 2 0 2
"ID_1364" 4 6 3
"ID_1365" 0 3 5
"ID_1366" 1 0 1
"ID_1367" 0 0 2
"ID_1368" 3 1 0
"ID_1369" 0 0 0
"ID_1370" 0 0 0
"ID_1371" 1 0 0
"ID_1372" 0 0 0
"ID_1373" 1 1 0
"ID_1374" 0 1 1
"ID_1375" 2 1 1
"ID_1376" 1 1 0
"ID_1377" 1 0 1
"ID_1378" 1 1 1
"ID_1379" 3 1 0
"ID_1380" 1 0 3
"ID_1381" 6 2 3
"ID_1382" 4 1 2
"ID_1383" 1 0 2
"ID_1384" 1 3 2
"ID_1385" 1 3 0
"ID_1386" 2 0 0
"ID_1387" 1 0 2
"ID_1388" 1 6 1
"ID_1389" 1 0 1
"ID_1390" 2 2 2
"ID_1391" 0 0 3
"ID_1392" 4 0 1
"ID_1393" 5 1 4
"ID_1394" 2 0 1
"ID_1395" 4 5 4
"ID_1396" 6 3 2
"ID_1397" 1 2 2
"ID_1398" 2 1 7
"ID_1399" 4 5 4
"ID_1400" 1 2 1
"ID_1401" 2 1 1
"ID_1402" 0 0 0
"ID_1403" 0 0 0
"ID_1404" 1 0 0
"ID_1405" 0 0 2
"ID_1406" 2 3 1
"ID_1407" 3 1 0
"ID_1408" 0 2 0
"ID_1409" 1 0 0
"ID_1410" 1 1 0
"ID_1411" 0 0 0
"ID_1412" 2 1 0
"ID_1413" 0 0 0
"ID_1414" 2 0 0
"ID_1415" 0 2 1
"ID_1416" 2 0 0
"ID_1417" 0 0 0
"ID_1418" 2 2 2
"ID_1419" 0 0 0
"ID_1420" 1 1 0
"ID_1421" 1 0 0
"ID_1422" 5 0 0
"ID_1423" 0 0 0
"ID_1424" 3 1 0
"ID_1425" 4 2 0
"ID_1426" 1 0 2
"ID_1427" 0 0 0
"ID_1428" 3 1 0
"ID_1429" 0 0 1
"ID_1430" 1 2 1
"ID_1431" 1 5 3
"ID_1432" 1 1 0
"ID_1433" 1 3 4
"ID_1434" 3 1 2
"ID_1435" 1 0 0
"ID_1436" 0 1 3
"ID_1437" 2 1 2
"ID_1438" 1 1 2
"ID_1439" 1 0 0
"ID_1440" 0 0 1
"ID_1441" 0 1 1
"ID_1442" 0 0 0
"ID_1443" 1 1 3
"ID_1444" 5 1 1
"ID_1445" 1 1 1
"ID_1446" 1 0 0
"ID_1447" 1 0 1
"ID_1448" 3 1 0
"ID_1449" 1 0 0
"ID_1450" 0 0 0
"ID_1451" 0 0 0
"ID_1452" 2 0 0
"ID_1453" 2 2 2
"ID_1454" 2 1 0
"ID_1455" 0 0 0
"ID_1456" 0 0 1
"ID_1457" 0 0 1
"ID_1458" 0 0 0
"ID_1459" 0 0 0
"ID_1460" 1 0 0
"ID_1461" 0 0 0
"ID_1462" 0 0 0
"ID_1463" 0 0 0
"ID_1464" 0 0 0
"ID_1465" 0 0 0
"ID_1466" 0 0 0
"ID_1467" 2 1 0
"ID_1468" 0 0 0
"ID_1469" 1 1 0
"ID_1470" 0 0 0
"ID_1471" 0 0 0
"ID_1472" 0 0 0
"ID_1473" 0 0 1
"ID_1474" 0 0 0
"ID_1475" 1 1 1
"ID_1476" 0 0 0
"ID_1477" 4 2 1
"ID_1478" 4 6 5
"ID_1479" 1 1 1
"ID_1480" 2 2 1
"ID_1481" 3 4 2
"ID_1482" 0 1 4
"ID_1483" 2 0 0
"ID_1484" 0 5 1
"ID_1485" 1 1 0
"ID_1486" 0 0 0
"ID_1487" 0 0 0
"ID_1488" 0 0 0
"ID_1489" 1 1 1
"ID_1490" 6 4 1
"ID_1491" 3 4 2
"ID_1492" 2 2 2
"ID_1493" 4 0 0
"ID_1494" 2 0 4
"ID_1495" 2 3 1
"ID_1496" 0 0 0
"ID_1497" 7 2 1
"ID_1498" 1 1 3
"ID_1499" 0 0 1
"ID_1500" 0 2 2
"ID_1501" 1 0 0
"ID_1502" 0 0 0
"ID_1503" 0 0 0
"ID_1504" 2 1 0
"ID_1505" 2 0 1
"ID_1506" 0 1 0
"ID_1507" 2 3 2
"ID_1508" 1 1 3
"ID_1509" 0 1 4
"ID_1510" 5 0 3
"ID_1511" 0 1 5
"ID_1512" 1 1 1
"ID_1513" 2 3 2
"ID_1514" 1 1 5
"ID_1515" 3 0 2
"ID_1516" 4 3 2
"ID_1517" 0 3 0
"ID_1518" 0 1 2
"ID_1519" 3 2 3
"ID_1520" 3 0 0
"ID_1521" 1 0 2
"ID_1522" 1 0 2
"ID_1523" 0 1 1
"ID_1524" 2 2 1
"ID_1525" 2 2 5
"ID_1526" 5 2 1
"ID_1527" 4 3 4
"ID_1528" 7 1 4
"ID_1529" 0 2 1
"ID_1530" 1 0 3
"ID_1531" 5 4 7
"ID_1532" 4 4 2
"ID_1533" 4 2 7
"ID_1534" 5 3 1
"ID_1535" 11 2 8
"ID_1536" 6 3 4
"ID_1537" 0 0 4
"ID_1538" 5 7 4
"ID_1539" 9 1 7
"ID_1540" 3 0 2
"ID_1541" 6 4 6
"ID_1542" 2 0 2
"ID_1543" 0 2 1
"ID_1544" 8 1 5
"ID_1545" 0 1 0
"ID_1546" 0 0 0
"ID_1547" 1 0 2
"ID_1548" 1 2 3
"ID_1549" 4 6 3
"ID_1550" 1 2 4
"ID_1551" 2 4 3
"ID_1552" 3 2 2
"ID_1553" 4 2 4
"ID_1554" 6 1 1
"ID_1555" 0 0 0
"ID_1556" 0 1 2
"ID_1557" 3 1 2
"ID_1558" 4 3 6
"ID_1559" 3 3 8
"ID_1560" 2 0 1
"ID_1561" 1 2 0
"ID_1562" 0 1 0
"ID_1563" 1 1 0
"ID_1564" 1 4 1
"ID_1565" 2 0 2
"ID_1566" 1 2 2
"ID_1567" 1 1 0
"ID_1568" 0 0 1
"ID_1569" 2 0 4
"ID_1570" 5 2 1
"ID_1571" 0 2 4
"ID_1572" 5 3 3
"ID_1573" 4 2 8
"ID_1574" 2 2 3
"ID_1575" 3 3 4
"ID_1576" 4 1 0
"ID_1577" 1 4 1
"ID_1578" 2 0 0
"ID_1579" 4 6 7
"ID_1580" 2 5 1
"ID_1581" 4 3 1
"ID_1582" 3 2 2
"ID_1583" 4 0 2
"ID_1584" 3 2 2
"ID_1585" 1 1 2
"ID_1586" 3 0 1
"ID_1587" 1 3 2
"ID_1588" 1 0 0
"ID_1589" 2 1 0
"ID_1590" 1 0 2
"ID_1591" 0 1 0
"ID_1592" 2 4 2
"ID_1593" 5 6 6
"ID_1594" 1 7 5
"ID_1595" 0 5 4
"ID_1596" 2 0 2
"ID_1597" 3 2 2
"ID_1598" 1 0 1
"ID_1599" 0 1 1
"ID_1600" 2 4 1
"ID_1601" 2 0 0
"ID_1602" 1 0 1
"ID_1603" 2 1 3
"ID_1604" 1 0 1
"ID_1605" 2 0 2
"ID_1606" 0 1 3
"ID_1607" 1 0 1
"ID_1608" 3 3 1
"ID_1609" 2 0 3
"ID_1610" 0 1 2
"ID_1611" 5 2 4
"ID_1612" 0 0 5
"ID_1613" 4 5 5
"ID_1614" 5 1 4
"ID_1615" 6 3 4
"ID_1616" 2 2 1
"ID_1617" 4 4 0
"ID_1618" 0 0 0
"ID_1619" 2 3 1
"ID_1620" 0 4 1
"ID_1621" 5 1 3
"ID_1622" 5 7 14
"ID_1623" 3 0 2
"ID_1624" 1 4 0
"ID_1625" 2 2 4
"ID_1626" 0 2 1
"ID_1627" 1 5 2
"ID_1628" 3 5 2
"ID_1629" 0 0 0
"ID_1630" 1 0 0
"ID_1631" 0 0 0
"ID_1632" 1 0 0
"ID_1633" 2 0 1
"ID_1634" 0 0 2
"ID_1635" 3 3 0
"ID_1636" 0 0 0
"ID_1637" 7 3 2
"ID_1638" 3 1 3
"ID_1639" 1 4 4
"ID_1640" 3 3 5
"ID_1641" 0 0 1
"ID_1642" 0 0 0
"ID_1643" 3 2 1
"ID_1644" 2 0 0
"ID_1645" 3 2 4
"ID_1646" 0 3 0
"ID_1647" 5 1 3
"ID_1648" 6 0 2
"ID_1649" 2 5 3
"ID_1650" 1 2 3
"ID_1651" 5 3 3
"ID_1652" 4 1 7
"ID_1653" 6 1 6
"ID_1654" 3 1 2
"ID_1655" 1 3 2
"ID_1656" 5 3 4
"ID_1657" 6 5 2
"ID_1658" 1 1 4
"ID_1659" 1 4 0
"ID_1660" 3 2 5
"ID_1661" 2 3 1
"ID_1662" 6 5 6
"ID_1663" 5 4 6
"ID_1664" 0 0 0
"ID_1665" 4 3 4
"ID_1666" 7 6 5
"ID_1667" 3 2 3
"ID_1668" 3 3 2
"ID_1669" 5 5 2
"ID_1670" 2 0 1
"ID_1671" 1 1 2
"ID_1672" 2 2 2
"ID_1673" 2 1 1
"ID_1674" 4 3 6
"ID_1675" 1 3 0
"ID_1676" 2 3 1
"ID_1677" 3 1 2
"ID_1678" 0 1 3
"ID_1679" 1 0 0
"ID_1680" 1 2 0
"ID_1681" 0 0 0
"ID_1682" 0 0 0
"ID_1683" 0 0 0
"ID_1684" 0 0 0
"ID_1685" 2 4 1
"ID_1686" 1 0 0
"ID_1687" 2 2 1
"ID_1688" 4 5 2
"ID_1689" 0 0 0
"ID_1690" 10 6 8
"ID_1691" 4 2 4
"ID_1692" 1 0 1
"ID_1693" 5 6 5
"ID_1694" 2 1 0
"ID_1695" 6 3 7
"ID_1696" 4 1 2
"ID_1697" 0 1 1
"ID_1698" 2 0 0
"ID_1699" 3 0 1
"ID_1700" 3 4 2
"ID_1701" 1 1 5
"ID_1702" 1 8 7
"ID_1703" 0 0 0
"ID_1704" 3 4 1
"ID_1705" 1 1 1
"ID_1706" 4 5 0
"ID_1707" 5 4 4
"ID_1708" 0 0 2
"ID_1709" 0 0 0
"ID_1710" 1 2 2
"ID_1711" 2 1 0
"ID_1712" 2 1 1
"ID_1713" 2 3 1
"ID_1714" 3 0 1
"ID_1715" 1 1 2
"ID_1716" 2 1 2
"ID_1717" 1 3 3
"ID_1718" 2 0 3
"ID_1719" 1 0 1
"ID_1720" 1 1 3
"ID_1721" 5 1 10
"ID_1722" 0 1 2
"ID_1723" 4 2 1
"ID_1724" 6 4 3
"ID_1725" 8 5 3
"ID_1726" 3 3 9
"ID_1727" 2 0 1
"ID_1728" 4 2 2
"ID_1729" 3 3 2
"ID_1730" 5 1 2
"ID_1731" 2 0 0
"ID_1732" 1 1 1
"ID_1733" 2 1 2
"ID_1734" 1 1 1
"ID_1735" 2 1 0
"ID_1736" 0 3 3
"ID_1737" 0 2 0
"ID_1738" 2 4 2
"ID_1739" 0 0 0
"ID_1740" 0 1 1
"ID_1741" 3 3 0
"ID_1742" 2 0 0
"ID_1743" 1 0 0
"ID_1744" 5 0 0
"ID_1745" 4 1 0
"ID_1746" 2 2 2
"ID_1747" 2 2 1
"ID_1748" 3 4 2
"ID_1749" 0 1 4
"ID_1750" 1 2 2
"ID_1751" 1 0 4
"ID_1752" 1 8 2
"ID_1753" 2 0 1
"ID_1754" 3 5 1
"ID_1755" 2 2 2
"ID_1756" 4 1 2
"ID_1757" 2 2 1
"ID_1758" 3 5 3
"ID_1759" 3 0 4
"ID_1760" 1 1 1
"ID_1761" 1 0 1
"ID_1762" 6 1 3
"ID_1763" 3 0 3
"ID_1764" 0 0 2
"ID_1765" 2 0 1
"ID_1766" 1 1 5
"ID_1767" 2 0 3
"ID_1768" 2 3 0
"ID_1769" 3 2 5
"ID_1770" 5 0 4
"ID_1771" 4 2 4
"ID_1772" 0 0 0
"ID_1773" 2 1 1
"ID_1774" 2 5 4
"ID_1775" 2 3 1
"ID_1776" 1 3 3
"ID_1777" 4 5 6
"ID_1778" 6 3 2
"ID_1779" 4 6 6
"ID_1780" 6 8 3
"ID_1781" 0 0 0
"ID_1782" 0 1 0
"ID_1783" 8 2 3
"ID_1784" 5 4 2
"ID_1785" 7 2 2
"ID_1786" 3 3 1
"ID_1787" 2 2 6
"ID_1788" 3 10 6
"ID_1789" 1 1 1
"ID_1790" 3 3 3
"ID_1791" 1 0 2
"ID_1792" 1 0 2
"ID_1793" 0 0 0
"ID_1794" 3 4 2
"ID_1795" 1 2 6
"ID_1796" 2 0 1
"ID_1797" 1 1 1
"ID_1798" 1 2 2
"ID_1799" 5 3 2
"ID_1800" 2 4 1
"ID_1801" 4 4 6
"ID_1802" 1 0 7
"ID_1803" 5 0 2
"ID_1804" 3 3 3
"ID_1805" 1 4 2
"ID_1806" 2 3 4
"ID_1807" 6 1 1
"ID_1808" 4 5 6
"ID_1809" 14 4 5
"ID_1810" 3 2 4
"ID_1811" 1 0 0
"ID_1812" 2 0 1
"ID_1813" 3 10 6
"ID_1814" 1 0 1
"ID_1815" 3 5 3
"ID_1816" 2 1 0
"ID_1817" 1 2 1
"ID_1818" 1 1 0
"ID_1819" 1 0 0
"ID_1820" 1 0 0
"ID_1821" 0 0 0
"ID_1822" 0 0 1
"ID_1823" 1 2 1
"ID_1824" 1 1 0
"ID_1825" 4 2 1
"ID_1826" 0 1 1
"ID_1827" 0 0 0
"ID_1828" 1 0 1
"ID_1829" 4 0 1
"ID_1830" 0 2 7
"ID_1831" 3 1 3
"ID_1832" 0 4 1
"ID_1833" 3 1 2
"ID_1834" 2 2 2
"ID_1835" 6 1 2
"ID_1836" 0 2 4
"ID_1837" 3 23 10
"ID_1838" 0 1 4
"ID_1839" 4 0 1
"ID_1840" 2 1 3
"ID_1841" 2 4 1
"ID_1842" 5 1 3
"ID_1843" 0 3 2
"ID_1844" 1 0 1
"ID_1845" 5 6 4
"ID_1846" 1 4 0
"ID_1847" 6 2 2
"ID_1848" 9 2 6
"ID_1849" 2 2 4
"ID_1850" 4 1 2
"ID_1851" 0 1 1
"ID_1852" 2 0 0
"ID_1853" 6 4 4
"ID_1854" 4 3 7
"ID_1855" 1 1 0
"ID_1856" 1 1 2
"ID_1857" 2 3 1
"ID_1858" 2 0 1
"ID_1859" 1 1 1
"ID_1860" 2 1 1
"ID_1861" 0 0 0
"ID_1862" 2 1 1
"ID_1863" 3 1 0
"ID_1864" 2 0 0
"ID_1865" 1 0 3
"ID_1866" 0 1 1
"ID_1867" 1 1 5
"ID_1868" 1 0 2
"ID_1869" 3 3 2
"ID_1870" 3 1 2
"ID_1871" 2 1 0
"ID_1872" 3 1 2
"ID_1873" 0 0 2
"ID_1874" 1 3 1
"ID_1875" 1 2 6
"ID_1876" 0 1 1
"ID_1877" 0 0 0
"ID_1878" 0 2 0
"ID_1879" 1 1 1
"ID_1880" 0 1 1
"ID_1881" 0 0 0
"ID_1882" 1 0 0
"ID_1883" 5 5 4
"ID_1884" 2 0 0
"ID_1885" 3 3 4
"ID_1886" 2 5 1
"ID_1887" 1 0 2
"ID_1888" 1 1 1
"ID_1889" 5 7 0
"ID_1890" 1 0 0
"ID_1891" 0 0 1
"ID_1892" 0 1 4
"ID_1893" 4 0 2
"ID_1894" 2 2 1
"ID_1895" 5 1 2
"ID_1896" 1 1 0
"ID_1897" 1 2 3
"ID_1898" 6 0 2
"ID_1899" 1 2 0
"ID_1900" 0 0 0
"ID_1901" 0 2 0
"ID_1902" 0 1 5
"ID_1903" 5 5 1
"ID_1904" 0 0 0
"ID_1905" 5 4 1
"ID_1906" 1 0 1
"ID_1907" 1 1 2
"ID_1908" 1 1 2
"ID_1909" 6 4 1
"ID_1910" 0 3 1
"ID_1911" 2 4 4
"ID_1912" 3 3 1
"ID_1913" 3 0 2
"ID_1914" 2 3 4
"ID_1915" 3 1 5
"ID_1916" 5 4 2
"ID_1917" 1 0 2
"ID_1918" 1 0 0
"ID_1919" 0 0 0
"ID_1920" 0 0 1
"ID_1921" 4 4 1
"ID_1922" 2 3 2
"ID_1923" 5 5 0
"ID_1924" 3 4 2
"ID_1925" 2 2 5
"ID_1926" 3 1 3
"ID_1927" 6 6 7
"ID_1928" 1 0 1
"ID_1929" 5 5 6
"ID_1930" 2 1 1
"ID_1931" 3 6 2
"ID_1932" 3 2 3
"ID_1933" 0 1 0
"ID_1934" 1 0 0
"ID_1935" 1 0 0
"ID_1936" 2 2 2
"ID_1937" 0 0 0
"ID_1938" 0 0 0
"ID_1939" 2 0 2
"ID_1940" 0 0 0
"ID_1941" 0 0 1
"ID_1942" 0 0 0
"ID_1943" 1 0 0
"ID_1944" 0 0 0
"ID_1945" 3 1 0
"ID_1946" 2 5 5
"ID_1947" 3 0 2
"ID_1948" 2 3 1
"ID_1949" 0 0 0
"ID_1950" 4 0 0
"ID_1951" 1 0 0
"ID_1952" 0 0 0
"ID_1953" 0 2 1
"ID_1954" 0 1 2
"ID_1955" 0 5 3
"ID_1956" 3 2 4
"ID_1957" 2 2 5
"ID_1958" 3 4 1
"ID_1959" 3 3 4
"ID_1960" 1 5 1
"ID_1961" 1 0 1
"ID_1962" 4 3 1
"ID_1963" 0 2 0
"ID_1964" 2 0 0
"ID_1965" 4 2 6
"ID_1966" 3 0 5
"ID_1967" 3 2 2
"ID_1968" 2 0 1
"ID_1969" 3 1 1
"ID_1970" 4 0 0
"ID_1971" 1 0 2
"ID_1972" 1 1 0
"ID_1973" 2 2 4
"ID_1974" 1 4 5
"ID_1975" 3 6 5
"ID_1976" 13 10 13
"ID_1977" 6 2 9
"ID_1978" 1 2 6
"ID_1979" 7 3 1
"ID_1980" 6 2 1
"ID_1981" 2 1 5
"ID_1982" 1 1 1
"ID_1983" 1 0 1
"ID_1984" 2 0 0
"ID_1985" 0 1 2
"ID_1986" 0 0 0
"ID_1987" 1 1 2
"ID_1988" 1 1 1
"ID_1989" 0 0 1
"ID_1990" 5 2 4
"ID_1991" 2 3 4
"ID_1992" 1 3 0
"ID_1993" 8 7 6
"ID_1994" 6 4 1
"ID_1995" 4 5 4
"ID_1996" 5 6 2
"ID_1997" 3 1 6
"ID_1998" 3 2 9
"ID_1999" 0 1 3
"ID_2000" 0 3 1
"ID_2001" 0 3 1
"ID_2002" 1 0 1
"ID_2003" 5 2 4
"ID_2004" 4 1 1
"ID_2005" 3 2 2
"ID_2006" 3 2 2
"ID_2007" 2 1 0
"ID_2008" 0 1 1
"ID_2009" 8 1 2
"ID_2010" 9 6 10
"ID_2011" 8 6 7
"ID_2012" 3 5 4
"ID_2013" 4 5 5
"ID_2014" 2 0 3
"ID_2015" 5 6 2
"ID_2016" 0 0 0
"ID_2017" 1 1 2
"ID_2018" 3 1 3
"ID_2019" 0 0 1
"ID_2020" 1 0 0
"ID_2021" 3 3 6
"ID_2022" 1 5 1
"ID_2023" 1 1 2
"ID_2024" 4 3 0
"ID_2025" 3 3 4
"ID_2026" 0 2 2
"ID_2027" 3 3 1
"ID_2028" 5 7 1
"ID_2029" 5 1 2
"ID_2030" 3 0 2
"ID_2031" 4 0 0
"ID_2032" 1 0 1
"ID_2033" 6 5 7
"ID_2034" 0 1 2
"ID_2035" 4 2 1
"ID_2036" 0 2 1
"ID_2037" 3 3 0
"ID_2038" 5 6 8
"ID_2039" 3 1 0
"ID_2040" 3 1 2
"ID_2041" 2 1 2
"ID_2042" 1 0 0
"ID_2043" 0 0 0
"ID_2044" 1 0 3
"ID_2045" 0 0 0
"ID_2046" 0 0 0
"ID_2047" 0 0 0
"ID_2048" 2 5 1
"ID_2049" 2 0 1
"ID_2050" 0 0 0
"ID_2051" 0 0 0
"ID_2052" 0 0 1
"ID_2053" 8 3 8
"ID_2054" 2 5 0
"ID_2055" 1 0 0
"ID_2056" 3 2 5
"ID_2057" 1 0 0
"ID_2058" 0 2 0
"ID_2059" 0 1 1
"ID_2060" 1 1 0
